# Pathway	SGP033296	SGP033297	SGP033298	SGP033299	SGP033300	SGP033301	SGP033302	SGP033303	SGP033304	SGP033305	SGP033306	SGP033307	SGP033308	SGP033309	SGP033310	SGP033311	SGP033312	SGP033313	SGP033314	SGP033315	SGP033316	SGP033317	SGP033318	SGP033319	SGP033320	SGP033321	SGP033322	SGP033323	SGP033324	SGP033325	SGP033326	SGP033327	SGP033328	SGP033329	SGP033330	SGP033331	SGP033332	SGP033333	SGP033334	SGP033335	SGP033336	SGP033337	SGP033338	SGP033339	SGP033340	SGP033341	SGP033342	SGP033343	SGP033344	SGP033345	SGP033346	SGP033347	SGP033348	SGP033349	SGP033350	SGP033351	SGP033352	SGP033353	SGP033354	SGP033355	SGP033356	SGP033357	SGP033358	SGP033359	SGP033360	SGP033361	SGP039575	SGP039576	SGP039577	SGP039578	SGP039579	SGP039580	SGP039581	SGP039582	SGP039583	SGP039584	SGP039585	SGP039586	SGP039587	SGP039588	SGP039589	SGP039590	SGP039591	SGP039592	SGP039593	SGP039594	SGP039595	SGP039596	SGP039597	SGP039598	SGP039599	SGP039600	SGP039601	SGP039602	SGP039603	SGP039604	SGP039605	SGP039606	SGP039607	SGP039608	SGP039609	SGP039610	SGP039611	SGP039612
COLANSYN-PWY: colanic acid building blocks biosynthesis	2734.32	3395.08	4052.72	2130.09	1924.59	2181.15	1961.99	4018.54	3338.35	2695.89	1331.72	3114.5	2869.91	2719.4	2153.46	3269.48	2831.68	1903.25	3516.44	1873.33	2817.82	1890.33	2189.82	3065.95	2006.97	2786.09	3218.3	1842.24	2270.82	2958.99	3596.81	1837.5	3160.88	3716.31	1104.38	3433.94	2716.51	3097.67	2923.75	2904.29	2754.01	3428.46	2330.89	2256.05	1612.22	3615.1	2892.13	3184.19	2466.15	2709.95	3398.5	2742.08	3228.31	3320.9	3098.96	3068.78	3399.39	3136.44	2904.63	3175.22	3025.72	2981.68	3485.28	3268.08	3302.64	2888.35	1847.65	2691.17	3417.04	2768.29	3489.18	1904.57	3264.67	3122.77	2012.09	1237.88	2671.07	3245.92	3798.28	2925.07	2826.83	3599.81	2984.96	3092.18	2938.23	2848.47	3256.51	2738.83	1675.69	3000.61	2845.56	3008.09	3542.87	2700.68	2061.86	2693.04	3278.22	2761.25	2477.91	2693.87	2168.79	3416.91	2787.34	2076.12
COMPLETE-ARO-PWY: superpathway of aromatic amino acid biosynthesis	9740.08	9252.37	9362.71	9503.99	9940.29	9784.62	5249.5	8541.21	8206.72	9398.88	7393.26	7933.8	10105.2	8996.35	6438.89	9142.44	10104.9	10679.4	9157.42	10690.9	9159.03	10279	11687.1	9794.72	10310.2	8326.77	9678.18	9840.91	5938.65	8620.08	10098.5	9713.73	9080.07	9574.52	5845.65	9354.98	11915	10704.8	10747.1	10728.7	10723.6	9179.82	8950.01	5651.94	10085.4	9570.72	10751.3	9315.41	8348.66	8912.38	9429.16	10679.1	9679.22	9729.56	10252.5	8772.7	10293.7	10047.7	11556.1	10455.7	10414.6	10670.1	9094.19	9650.39	10390.8	9891.74	9509.04	9429.31	10244.4	7209.38	7323.24	10440.1	9819.22	8689.2	9023.47	7962.85	8004.57	10522.1	10252	10239.3	8745.64	9924.88	9947.04	5659.08	7588.88	7983.08	9955.3	8481.66	7752.89	8509.79	9051.17	9874.97	9181.15	8069.85	8690.27	9172.88	9157.82	8950.67	9060.13	8997.41	9088.05	10075.7	8072.86	9001.37
CRNFORCAT-PWY: creatinine degradation I	16.2649	4.5773	10.8878	93.5353	0	374.932	887.602	31.0335	0	0	57.1599	21.5744	0	0	31.6335	13.4325	0	0	0	0	0	0	0	0	0	0	0	0	0	36.9542	7.04775	0	10.4255	5.02687	100.86	11.9918	8.74315	7.70198	39.7358	34.8759	37.4879	10.2656	0	0	0	0	37.2581	7.50441	0	0	0	21.31	95.3353	5.70935	25.8569	5.27709	105.777	92.5338	0	0	14.3833	22.4804	0	31.0242	94.8189	0	0	233.674	10.8654	0	0	0	0	0	161.623	0	284.446	0	182.34	32.7869	122.21	0	66.0866	4.42636	0	0	187.69	0	16.731	0	0	0	9.57529	12.6989	0	170.986	0	173.161	156.538	0	230.586	0	0	165.331
DAPLYSINESYN-PWY: L-lysine biosynthesis I	2524.43	848.389	1283.19	984.273	2928.59	1134.94	3985.08	995.528	1792.88	496.038	1841.2	2996.99	1445.56	359.452	2014.36	1020.08	572.249	1301.91	1726.68	2332.01	435.277	956.543	776.777	4696.55	1664.27	1783.5	2216.25	925.965	3231.53	1064.94	1227.79	863.534	639.187	954.684	4314.95	1150.8	468.865	1628.78	242.136	139.442	348.832	1334.21	1048.69	3829.1	473.545	1442.28	257.719	1299.31	2270.1	1409.76	1262.62	336.712	627.739	1901.61	644.625	1968.97	828.169	826.698	922.359	1377.33	993.84	180.636	508.365	657.67	1032.23	1603.77	2028.59	202.507	690.947	885.859	570.058	1145.3	747.21	790.313	145.465	851.645	1239.08	1313.9	732.317	187.131	504.059	1045.11	1602.13	3664.71	2836.11	577.676	998.216	641.448	2689.66	939.67	90.2978	846.499	1485.04	911.974	50.039	210.459	843.26	181.54	333.209	520.365	217.755	388.425	745.133	325.363
DARABCATK12-PWY: D-arabinose degradation I	9.90872	0	10.9158	0	1.70431	18.5353	484.523	0	0	0	144.581	38.7388	0	0	207.561	0	1.09758	0	0	3.30997	0	1.26362	6.02996	0.745876	1.56671	122.742	3.44113	3.06525	370.306	99.5147	20.9702	54.4968	1.56994	15.8259	284.493	8.40774	0	0	0.750452	0	3.34161	8.48592	0	107.413	0	0	0.636991	0	4.83654	19.5837	0	1.78318	0	0	0	47.1557	0	0	0	0	2.53035	0	1.87626	0	0	0	3.24716	0	0	54.3423	0	0	0	0	0	61.1276	16.2365	11.8104	0	1.35067	0	18.9675	0	518.201	377.227	0	5.40458	0	6.5086	0	0	0	0	0	0	1.08273	0	0	5.55322	30.3286	1.46826	0	0	0
DENITRIFICATION-PWY: nitrate reduction I (denitrification)	0	0	2.85282	0	0	0	1.68512	0	0	0	5.88865	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.61216	0	5.52195	19.8037	7.6168	4.2554	0	2.57056	2.11971	3.43429	0.384076	0	0	0	4.76335	5.18178	0	4.08945	0	1.93732	9.08091	0	15.6779	19.8598	0	2.23967	0	8.86468	0	47.9625	0	0	0	0	0	0	15.3495	0	0	0	0	0	0	42.3921	0	0	0	0	0	0	113.44	0	0	0	0	0	0	118.948	7.97655	0	0	0	0	0	4.43604	0	0	0	0	0.884667	0	0	0	0	0	0	0	0
DENOVOPURINE2-PWY: superpathway of purine nucleotides de novo biosynthesis II	57.9623	0	29.2559	0	36.609	121.121	2423.78	21.2755	0	0	1085.65	377.469	0	0	1039.35	0	38.1495	0	0	46.4995	0	0	57.2991	19.665	0	1051.44	29.4671	0	2314.6	751.13	36.5018	46.594	3.21002	23.5358	4402.78	0	0	169.975	41.064	0	61.2659	26.8629	21.2199	3275.59	0	93.5987	28.2705	253.708	1821.4	261.542	0	51.9567	0	719.587	0	668.914	0	0	0	0	0	0	146.819	0	0	0	0	0	58.8607	808.563	0	0	0	46.2313	0	208.703	883.022	157.032	0	0	0	170.87	0	3076.04	1947.84	0	89.5176	0	3737.51	0	0	108.415	97.8622	0	60.6898	115.562	0	135.04	163.88	149.84	97.9215	16.9107	482.215	315.626
DHGLUCONATE-PYR-CAT-PWY: glucose degradation (oxidative)	0	0	0	0	0	12.422	71.0638	0	0	0	0	0	0	0	4.17452	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.78469	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24.4395	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DTDPRHAMSYN-PWY: dTDP-&beta;-L-rhamnose biosynthesis	10988.7	11630.5	10644.6	11443.6	25426.9	17881.4	1065.75	10934.9	11115.6	10733	5294.2	11185.7	11829.3	11425.1	29628.5	14360.6	14453.1	20394.1	10770.8	18611.7	10955.4	27906.1	12174.4	8706.53	20676.3	9650.41	10681.1	27809.4	4077.41	10529.2	11059.6	31958.8	10322.1	11853.2	3713.39	10202.9	11709	10339.8	12659.9	12748.9	12254.8	10485.3	12116.4	4408.58	26230.4	13554.6	11941.3	13145.1	10615.2	13636.7	11722	11891.9	12454.6	11463.8	11949.6	10971.5	12007.7	11958.3	10597.8	10350.8	10717	13219	12612.4	13447.7	11922.3	11523.2	29843.2	11380	13685.8	10333	20115.4	21774.7	11895.6	15633	11078.2	14986.4	10749.9	12591.7	13122.8	11939.5	13805.1	10869.7	12058.9	3356.56	6607.49	20537.8	12281.4	23581.6	12278.2	20188.9	11152.2	12753.4	12246.6	20798.8	10482.5	12117.6	12602.8	11909.5	10845.8	11919.1	10861.7	13228.6	26507.6	12243.5
ECASYN-PWY: enterobacterial common antigen biosynthesis	18.7907	0	13.6825	0	5.51336	235.087	1392.27	0	0	0	180.039	71.8511	0	0	385.421	0	11.0127	0	0	4.80204	0	0	14.8186	9.54996	0	293.558	1.83152	0	845.851	203.762	10.7822	5.94151	1.35534	14.7615	1273.29	12.2176	0	33.4979	13.2082	0	18.9565	10.6335	0.595957	1731.09	0	0	9.38685	9.1316	539.85	27.429	0	5.06435	0	6.6158	0	89.027	0	0	0	0	0	0	25.6278	0	0	0	11.1135	0	0	69.6247	3.45021	0	0	13.6014	0	109.521	97.3059	66.4204	0	0	0	42.3813	0	870.046	425.187	0	9.95217	0	1533.07	0	0	0	60.5601	0	0	9.67435	0	0	0	59.0246	0	0	0	0
FAO-PWY: fatty acid &beta;-oxidation I (generic)	53.4649	2.59022	84.0129	0	60.6395	614.092	3990.69	0	0	0	678.395	420.705	0	5.79705	1253.4	9.90027	58.7505	14.798	0	36.9122	0	19.0131	110.839	36.1138	7.27046	632.413	54.0689	0	2426.6	625.106	46.9791	50.1762	3.97825	58.4251	3665.41	66.0381	6.13897	144.836	70.0451	10.7029	90.1257	44.9534	3.15815	3729	0	19.936	58.0418	32.7288	832.916	127.741	0	46.2996	0	36.9641	0	426.249	0	0	4.99363	9.91052	0	0	96.0082	0	0	12.19	40.4146	0	0	160.17	53.1881	0	0	84.6298	0	255.892	409.86	150.76	0	0	0	225.579	30.6403	3359.67	1400.22	0	59.9368	0	2127.37	0	20.0751	0	84.737	0	0	40.3905	0	0	0	261.205	63.2563	0	0	0
FASYN-ELONG-PWY: fatty acid elongation -- saturated	1981.44	3418.72	1304.56	2469.7	1700.58	1766.07	5271.26	5132.9	4906.84	4238.7	2558.26	2619.02	939.807	3872.78	2781.61	2064.16	706.161	656.562	2949.22	1198.48	4238.04	526.033	859.461	2666.44	643.932	3263.92	2255.37	255.985	4533.96	3749.04	2587.89	469.251	4011.16	2904.52	4964.24	1729.97	192.526	832.021	1844.86	1703.13	1710.79	2340.47	1602.3	5198.4	210.491	1372.53	1859.93	1924.17	4165.44	5158.89	3324.45	1646.14	2115.61	2680.07	1397.36	2592.43	2145.96	1907.1	363.042	322.413	494.184	1862.49	1632.83	1536.75	1667.4	559.877	1395.46	1287.37	1556.65	2556.58	594.767	637.113	852.445	709.515	1444.7	4580.65	3239.25	747.843	1877.71	1817.24	2535.19	1032.07	1551.75	3829.9	2549.56	610.384	1639.32	383.802	6677.01	891.616	3698.6	1638.07	1481.24	566.619	3998	2213.17	746.322	2086.65	1855.98	2325.51	1804.87	502.006	733.336	1979.41
FASYN-INITIAL-PWY: superpathway of fatty acid biosynthesis initiation (E. coli)	697.419	69.2058	0	21.0026	7.64355	0	0	0	0	0	125.129	0	81.8865	0	0	2.41236	0	8.52622	237.402	12.6311	0	4.65483	0	934.127	13.2112	0	381.852	7.77383	0	0	0	7.93904	0	0	0	0	29.4117	259.624	0	0	0	0	158.902	0	6.70305	0	0	0	23.955	0	15.815	0	22.9235	34.9297	0	260.682	66.0477	46.9797	0	0	0	0	25.2869	62.3701	105.249	0	0	0	39.8608	0	0	11.7674	103.796	0	0	0	0	0	50.3692	0	31.0335	0	0	0	0	0	127.565	0	0	0	0	37.2926	0	0	0	0	0	0	0	145.027	0	12.8792	0	8.74299
FERMENTATION-PWY: mixed acid fermentation	648.375	635.882	1638.76	1245.62	2251.66	1723.52	4542.81	922.029	881.205	1178.72	2611.21	861.319	2053.16	1360.01	2024.29	935.423	1473.56	2874.93	1006.87	3294.68	1196.28	2201.99	2394.37	1157.51	2380.92	3081.07	1623.87	1851.95	3988.42	1909.52	1663.01	1932.66	1350.91	1350.61	3649.75	1676.5	2649.49	1577.77	2737.1	2431.6	2565.69	1720.58	704.858	3702.73	1242.23	1416.89	2602.07	1547.97	2067.77	1128.57	956.467	2738.09	895.737	1565.39	2367.82	1508.23	1234.14	1430.88	3263.81	2544.48	2407.83	2330.51	819.893	1072.01	1259.17	2618.65	2017.2	867.541	1920.98	742.657	1085.86	2706.7	1104.68	644.146	842.341	462.537	981.011	1702.45	1448	1948.98	1067.95	1455.52	1735.15	2946.54	2411.36	308.333	1440.17	537.647	3443.32	352.846	587.73	1217.11	1045.69	416.041	306.791	963.561	1121.42	823.03	615.372	1056.46	753.542	2325.88	484.524	477.738
FOLSYN-PWY: superpathway of tetrahydrofolate biosynthesis and salvage	609.659	295.985	657.388	555.161	477.066	495.446	1940.8	200.068	380.176	862.032	1230.38	801.835	520.416	393.219	772.342	987.378	1362.15	772.84	742.102	680.754	221.638	498.801	1343.98	718.298	549.875	1100.85	702.994	534.342	1383	357.184	1097.13	822.528	620.575	917.838	933.063	1083.03	488.41	948.013	451.461	432.498	519.855	948.341	1556.86	1074.55	458.545	758.787	368.385	846.753	1079.09	531.582	1409.66	438.984	1006.7	791.7	774.898	916.12	782.183	500.521	130.878	145.972	183.395	367.449	274.643	486.401	443.185	75.4083	404.547	504.757	284.397	1023.39	107.831	709.201	436.825	337.715	308.838	164.277	852.186	318.734	266.15	383.129	343.267	421.526	0	1776.7	1233.17	531.96	681.319	567.026	440.333	559.292	461.479	681.811	249.707	432.211	284.185	395.441	424.983	426.888	584.609	109.477	439.468	416.475	1094.06	601.97
FUC-RHAMCAT-PWY: superpathway of fucose and rhamnose degradation	608.121	1662.74	1594.24	918.039	496.961	637.699	2713.9	2532.49	2007.39	898.757	1198.65	1926.54	1027.89	1515.62	830.715	386.807	1137.69	331.842	1252.17	337.496	1246.57	251.771	778.069	1203.38	342.377	1646.04	658.988	326.579	2326.1	1949.66	1358.59	350.988	1115.37	1593.87	2441.24	1262.32	211.767	225.608	1237.83	1271.22	1185.37	1165.93	1171.16	1852.09	191.985	196.901	1464.27	366.258	1361.56	560.136	957.104	1104.1	1318.78	285.981	1228.42	1202.12	1232.67	1447.95	103.157	184.844	134.88	1042.67	1035.52	1411.29	1366.4	76.1786	543.205	1414.43	1447.87	892.911	1066.7	340.103	1473.65	901.799	823.153	896.118	1478.48	272.497	1622.59	1619.36	1037.14	440.422	1085.34	2162.25	1950.64	1073.18	1065.58	973.262	758.494	1274.96	305.416	753.212	486.036	1185.33	127.411	1143.9	660.243	1393.27	1172.14	355.665	949.672	1662.72	593.101	784.643
FUCCAT-PWY: fucose degradation	854.548	961.148	1423.02	506.872	244.012	338.899	2445.75	1929.27	1419.09	464.678	797.548	1600.05	728.101	865.266	696.281	192.15	1098.2	191.507	694.074	224.933	672.772	199.778	427.689	1374.13	219.251	1180.83	341.005	174.454	2404.66	1740.67	882.205	212.009	591.496	1001.17	2532.93	775.744	1654.46	775.743	703.647	726.79	673.543	712.932	889.158	1513.12	171.788	922.52	1045.56	1518.82	793.94	831.926	515.753	626.179	897.014	877.233	722.874	1404.93	792.203	1091.79	658.811	839.687	841.694	568.214	551.652	923.486	980.296	875.017	276.198	934.66	808.322	454.077	665.616	160.795	853.142	515.595	462.902	456.1	968.917	892.39	1032.55	1270.42	592.619	942.531	903.403	2268.62	1877.12	644.769	704.109	561.254	625.525	801.931	142.091	381.742	901.902	736.663	57.6902	671.51	355.18	862.586	719.693	170.59	543.648	1048.32	337.473	421.317
GALACT-GLUCUROCAT-PWY: superpathway of hexuronide and hexuronate degradation	621.011	926.058	1114.41	526.597	477.789	659.95	629.627	1086.48	1032.87	587.514	710.996	1901.5	813.029	712.23	804.759	561.934	963.386	289.987	777.286	475.006	688.62	476.814	699.722	730.332	526.078	1453.02	688.112	178.388	1315.02	893.024	1044.52	427.881	759.459	895.477	486.939	1036.43	1183.52	847.8	682.337	739.422	820.904	1093.36	781.607	577.982	449.445	2063.42	900.073	1477.53	1026.29	1383.76	864.013	839.852	1035.64	1756.21	708.785	1280.31	907.131	832.23	710.987	996.263	788.189	785.235	724.574	824.054	584.202	1022.04	524.617	265.136	682.409	601.095	720.042	430.933	752.023	1155.34	233.918	823.838	603.578	1007.09	1213.9	504.675	1012.97	795.184	821.951	1364.38	2172.48	719.44	950.048	857.323	136.767	933.178	700.45	1088.82	850.116	899.184	61.8047	204.53	1354.6	215.322	134.087	516.65	317.87	994.315	466.766	127.185
GALACTARDEG-PWY: D-galactarate degradation I	88.2171	334.666	180.909	110.799	57.9787	226.9	3064.01	505.72	461.484	165.979	711.837	662.746	102.401	366.434	1319.59	156.926	96.7798	51.9734	164.995	131.065	310.046	86.593	87.9384	54.584	59.9304	1642.15	47.7573	43.7053	2150.81	758.992	132.626	71.8577	423.091	263.872	2821.02	155.759	658.601	648.537	48.393	68.4415	126.583	131.158	970.985	2577.14	23.407	1046.52	60.0989	850.082	462.488	704.854	272.854	85.0064	194.78	436.074	47.9033	650.846	112.772	102.527	16.2115	42.647	25.78	37.2364	155.641	144.843	121.094	31.0008	62.3099	69.0763	88.8073	216.495	315.537	86.4542	252.13	236.61	38.1621	691.663	403.54	126.143	133.189	88.941	161.454	333.329	52.9277	3000.17	2045.69	226.103	137.149	198.012	981.744	136.98	46.4697	237.124	103.16	122.014	49.1833	69.5642	233.353	35.9195	19.893	312.075	92.3778	408.345	48.562	41.4119
GALACTITOLCAT-PWY: galactitol degradation	21.0432	23.7239	21.8324	0	34.7028	10.312	831.702	248.365	276.885	271.932	1033.36	176.163	476.022	172.917	590.509	153.409	360.612	1.74459	367.444	19.1478	168.852	11.9632	467.66	746.009	1.3242	788.054	467.62	7.3914	673.211	236.871	168.663	18.7662	196.834	117.814	136.105	141.801	185.983	223.895	8.48463	3.85716	23.4113	101.436	129.546	373.036	0.530202	60.0134	13.2914	205.111	67.6938	504.202	50.5467	24.0797	0	91.6042	0	539.52	0	0	38.2879	166.534	74.9961	0	6.15547	0	0	17.9826	15.7366	25.647	154.374	163.785	13.4087	4.58903	290.385	14.0363	0	284.042	163.131	5.01873	0	5.83102	0	115.891	0	2002.01	1653.44	0	16.4969	0	0	0	56.6383	273.419	0	0	66.3452	3.6604	0	1.31683	0	110.079	66.1392	203.07	0	14.1835
GALACTUROCAT-PWY: D-galacturonate degradation I	1192.8	1039.52	1793.07	1619.79	717.552	947.443	828.569	1598.88	1198.34	971.436	862.947	1861.31	1162.19	1022.13	980.632	1205.44	1319.24	558.102	1943.3	653.847	830.119	602.765	1253.85	1749.9	595.351	1522.56	1733.93	555.576	1527.9	809.677	1196.59	554.406	1110.47	1733.67	1655.42	1344.91	1044.51	1422.77	2321.91	2170.94	1714.22	1507.39	1725.9	1989.85	533.673	2268.3	2029.68	2146.02	1839.34	1691.06	2114.6	1691.98	1272.58	2278.38	1895.98	1521.61	1464.69	1234.24	1107.24	1827.51	1227.51	1993.99	1764.88	1130.22	792.792	1561.34	592.683	1107.68	1729.31	947.364	688.458	549.159	1569.06	1255.3	635.906	1955.9	612.092	1674.72	1272.01	1265.21	1483.93	1019.18	1007.09	1276.48	2199.76	724.378	1433.83	916.591	939.759	1284.45	1979.83	1335.48	1251.16	1060.53	2245.78	883.563	1857.71	827.806	881.613	2657.6	675.37	1522.79	861.417	568.441
GALLATE-DEGRADATION-I-PWY: gallate degradation II	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.59462	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GALLATE-DEGRADATION-II-PWY: gallate degradation I	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.59462	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GLCMANNANAUT-PWY: superpathway of N-acetylglucosamine, N-acetylmannosamine and N-acetylneuraminate degradation	2864.32	2979.36	1755.79	2021.46	1310	1901.68	2448.55	2544.2	2080.12	2793.67	1920.08	1408.23	3633.73	2096.85	1088.3	2192.51	2002.45	1996.93	2710.65	1856.3	2614.99	1581.63	2417.73	2438.7	1963.67	2409.3	3448.55	1820.87	1694.78	2790.33	2037.9	1272.52	2394.37	1992.75	2032.63	1789.84	3785.14	2729.08	1917.07	1871.46	2015.14	1935.49	2350.55	3315.1	1423.95	4181.63	1690.25	4275.48	2207.51	2926.19	2111.37	1769.45	2256.27	2879.9	2047.8	2651.44	2596.88	2305.7	2274.98	2734.03	2248.04	1722.44	2789.34	2471.31	2233.51	2382.22	1134.6	1689.73	2392.8	1980.79	1609.5	1863.59	2629.81	2059.36	1196.19	4414.97	2053.28	2008.75	2659.09	918.207	1774.94	2100.37	2271.22	3210.04	3534.82	2102.13	1953.84	2143.51	1913.25	2002.75	2023.94	2413.98	1980.2	1743.61	2275.77	1305.11	2615.82	1174.9	1382.29	3614.37	1522.97	2296.31	1599.07	1428.03
GLUCARDEG-PWY: D-glucarate degradation I	76.8398	110.106	151.497	90.6156	48.917	181.482	2615.1	187.05	179.665	144.299	365.382	532.388	68.4028	164.076	995.525	143.215	93.9941	47.6586	135.548	106.26	84.3078	70.4649	83.374	45.2252	50.1192	1064.39	42.7434	40.5095	1752.87	586.971	122.281	62.3073	212.974	219.634	2032.8	136.256	250.612	358.339	38.3058	49.447	68.9901	109.619	238.624	1671.68	21.8275	355.587	47.3995	310.762	412.598	200.722	93.1511	63.7639	91.3745	225.033	37.2957	408.882	80.3168	78.2678	14.7444	36.4487	23.3646	29.3407	71.8253	108.21	85.7261	27.3605	49.8054	49.3213	81.4019	173.398	135.916	73.2513	82.1068	177.544	28.202	595.576	282.819	102.319	87.9595	45.1823	78.7069	152.406	28.2856	2182.85	1546.45	179.71	83.2201	154.587	949.172	119.733	43.0191	80.8071	80.8869	102.506	45.1151	44.7261	165.362	19.4361	10.0536	248.022	49.4223	108.182	42.0148	24.4623
GLUCARGALACTSUPER-PWY: superpathway of D-glucarate and D-galactarate degradation	88.2171	334.666	180.909	110.799	57.9787	226.9	3064.01	505.72	461.484	165.979	711.837	662.746	102.401	366.434	1319.59	156.926	96.7798	51.9734	164.995	131.065	310.046	86.593	87.9384	54.584	59.9304	1642.15	47.7573	43.7053	2150.81	758.992	132.626	71.8577	423.091	263.872	2821.02	155.759	658.601	648.537	48.393	68.4415	126.583	131.158	970.985	2577.14	23.407	1046.52	60.0989	850.082	462.488	704.854	272.854	85.0064	194.78	436.074	47.9033	650.846	112.772	102.527	16.2115	42.647	25.78	37.2364	155.641	144.843	121.094	31.0008	62.3099	69.0763	88.8073	216.495	315.537	86.4542	252.13	236.61	38.1621	691.663	403.54	126.143	133.189	88.941	161.454	333.329	52.9277	3000.17	2045.69	226.103	137.149	198.012	981.744	136.98	46.4697	237.124	103.16	122.014	49.1833	69.5642	233.353	35.9195	19.893	312.075	92.3778	408.345	48.562	41.4119
GLUCONEO-PWY: gluconeogenesis I	5257	3332.23	4218.52	3033.03	5737.83	4797.46	5111.99	3961.46	3232.08	3450.67	3567.78	4308.64	4366.96	3490.55	5171.72	3719.32	3232.81	4262.63	3605.1	4724.45	3684.89	3809.92	2700.3	5117.57	4022.39	4444.68	4198.67	3708.58	5027.44	4693.48	3914.69	4466.02	4165.01	3591.67	4938.78	4192.53	2007.21	3678.02	2853.4	2937.22	2903.83	4349.19	3294.87	5474.29	4335.55	4202.07	3123.69	2894.33	4067.33	3124.26	3774.75	3374.88	4762.62	3791.78	2950.4	4069.8	4516.62	4027.96	4130.27	3889.2	4040.96	2715.41	2263.44	4276.63	4033.7	3908.03	5478.06	3408.39	4117.84	3512.02	4973.19	4283.58	4457.38	3434.68	3360.49	4694.25	3455.04	3467.45	3203.45	2879.37	4266.75	3671.42	3993.74	3877.41	4134.99	3995.87	4228.79	3279.65	6432.98	3878.82	3580.25	3580.35	3625.32	4363.41	3523.08	4412.42	3727.56	4059.98	4112.17	4100.35	3655.45	3534.37	4865.55	3890.43
GLUCOSE1PMETAB-PWY: glucose and glucose-1-phosphate degradation	4517.49	3642.45	3223.21	0	7726	7979.3	5093.56	3902.69	3409.43	3635.32	1035.29	1836.65	0	2934.8	12383.8	5001.98	6513.57	7621.41	3193.91	6809.05	0	8527.67	4691.29	4464.83	7686.66	4099.86	4612.14	9641.82	2353.28	2439.08	2372.8	9455.17	2630.41	3073.4	2236.46	2835.05	6168.52	7035.65	2784.88	2811.25	2881.45	2518.27	5631.83	3717.49	8945.84	5409.4	3096.05	5831.93	3299.42	4634.85	0	2847.66	3293.61	4205.58	3479.9	4162.6	3514.33	3307.6	3144.52	3530.75	3894.94	2884.54	3193.8	2847.19	3690.28	2938.7	8848.17	2657.64	4495.5	1305.95	4935.93	7827.82	0	4126.51	1824.62	396.992	2283.99	4331.96	3808.75	2727.79	2522.2	4314.25	1710.12	2333.06	4003.15	0	2453.7	7681.86	1460.28	0	1458.39	3343.64	3218.68	0	718.53	2174.95	2689.29	2241.06	1944.4	1253.72	2042.98	4307.85	8928.03	1870.89
GLUCUROCAT-PWY: superpathway of &beta;-D-glucuronosides degradation	1319.53	1734.7	2006.02	1903.43	1042.24	1359.95	801.946	1832.64	1705.96	1429.51	1259.57	1964.81	1797.45	1769.33	1677.18	1381.34	1596.04	1456.28	2092.65	1432.53	1633.57	1353.65	1383.18	1860.68	1402.19	1943.51	1786.41	1232.55	1340.72	1439.62	1367.47	1064.97	1386.17	1917.06	613.426	1452.92	2164.78	1711.58	2583.29	2434.54	2092.14	1630.95	2068.06	965.848	1119.01	2909.75	2133.22	2872.92	1910.12	1931.07	2258.91	1773.12	1437.36	2506.14	2097	2017.01	1561.07	1368.22	1521.86	2112.21	1462.08	2269.09	2096.2	1324.37	897.722	1837.35	1168.07	1300.64	1924.03	1145.48	906.388	1515.38	1779.44	1921.17	990.351	2250.13	1058.67	1979.24	1453.23	1477.49	1737.98	1626.58	1205.45	1435.59	2347.49	925.779	1702.94	1525.65	547.419	2085.76	1948.55	1713.56	1496.62	1592.05	2144.33	1072.55	2718.8	1017.2	1044.43	2354.04	1157.72	1768.97	1150.03	956.329
